"Object","Close-Approach (CA) Date","CA DistanceNominal (au)","CA DistanceMinimum (au)","V relative(km/s)","V infinity(km/s)","H(mag)","Diameter","Rarity"
"(2015 DB1)","2024-Aug-13 00:29 ± < 00:01","0.07874","0.07874","21.74","21.73","21.9","110 m -  250 m","0"
"(2024 RN)","2024-Aug-13 05:13 ±    00:03","0.02732","0.02730","5.31","5.29","25.5","21 m -   47 m","0"
"(2024 PS1)","2024-Aug-13 12:59 ± < 00:01","0.00912","0.00909","8.60","8.56","26.5","14 m -   30 m","0"
"(2024 QC1)","2024-Aug-14 00:24 ±    00:14","0.09451","0.09173","21.18","21.18","23.1","63 m -  140 m","0"
"(2024 PH2)","2024-Aug-14 08:04 ± < 00:01","0.01203","0.01201","10.22","10.20","25.7","20 m -   44 m","0"
"(2024 PO3)","2024-Aug-14 14:00 ±    00:04","0.01826","0.01821","7.78","7.76","27.4","9.0 m -   20 m","0"
"(2024 OB2)","2024-Aug-14 17:55 ± < 00:01","0.05104","0.05087","19.40","19.40","23.8","45 m -  100 m","0"
"(2024 QD)","2024-Aug-14 22:38 ± < 00:01","0.06195","0.06162","11.04","11.04","24.3","36 m -   81 m","0"
"(2024 RU7)","2024-Aug-15 00:53 ±    00:09","0.06367","0.06300","8.43","8.42","25.3","24 m -   53 m","0"
"(2024 PY5)","2024-Aug-15 03:14 ±    00:04","0.08092","0.08006","6.13","6.13","25.3","24 m -   53 m","0"
"(2024 PV3)","2024-Aug-15 09:15 ±    00:09","0.07941","0.07817","11.99","11.98","24.5","33 m -   74 m","0"
"(2021 PG)","2024-Aug-15 21:52 ± < 00:01","0.05441","0.05441","8.87","8.86","23.3","59 m -  130 m","0"
"(2022 QK)","2024-Aug-16 01:31 ± 3_16:08","0.08148","0.06000","7.41","7.40","25.8","18 m -   41 m","0"
"(2021 GY1)","2024-Aug-16 10:32 ± < 00:01","0.04519","0.04519","6.32","6.31","23.9","44 m -   98 m","0"
"(2018 FB2)","2024-Aug-16 19:36 ± 4_00:36","0.07685","0.05578","4.78","4.78","25.6","20 m -   45 m","0"
"(2024 PS3)","2024-Aug-16 22:23 ±    00:02","0.06322","0.06260","14.19","14.19","24.8","29 m -   64 m","0"
"(2024 QB)","2024-Aug-17 05:01 ±    00:17","0.05712","0.05669","8.61","8.61","24.9","28 m -   62 m","0"
"(2024 OY2)","2024-Aug-17 06:54 ± < 00:01","0.01099","0.01098","5.72","5.68","25.1","25 m -   56 m","0"
"(2024 QJ)","2024-Aug-18 02:35 ± < 00:01","0.01777","0.01774","2.93","2.88","27.0","11 m -   24 m","0"
"(2024 RG5)","2024-Aug-18 11:47 ±    00:14","0.07460","0.07407","3.06","3.05","26.5","13 m -   30 m","0"
"(2024 QO)","2024-Aug-18 17:22 ± < 00:01","0.02321","0.02306","7.33","7.32","24.4","35 m -   78 m","0"
"(2024 QH)","2024-Aug-18 17:28 ± < 00:01","0.03028","0.03015","9.45","9.44","24.9","28 m -   63 m","0"
"(2024 RW3)","2024-Aug-18 20:38 ±    00:14","0.01817","0.01789","5.47","5.44","27.3","9.4 m -   21 m","0"
"(2024 QW)","2024-Aug-19 08:03 ±    00:04","0.05211","0.05162","11.54","11.54","25.3","23 m -   51 m","0"
"(2024 RP74)","2024-Aug-20 00:23 ±    09:59","0.08141","0.05970","6.13","6.13","26.0","17 m -   38 m","0"
"(2024 QY)","2024-Aug-20 07:58 ± < 00:01","0.05326","0.05296","11.28","11.28","25.4","22 m -   48 m","0"
"(2024 PQ5)","2024-Aug-20 08:14 ± < 00:01","0.03456","0.03441","12.57","12.56","24.5","33 m -   73 m","0"
"(2024 RT)","2024-Aug-21 14:51 ±    00:06","0.03697","0.03672","16.70","16.70","24.8","29 m -   65 m","0"
"(2024 RK2)","2024-Aug-21 15:35 ±    00:03","0.01986","0.01974","2.87","2.82","27.8","7.4 m -   17 m","0"
"(2024 RD)","2024-Aug-21 18:43 ±    00:02","0.00342","0.00341","5.01","4.85","26.8","12 m -   26 m","0"
"(2024 QL2)","2024-Aug-21 22:03 ±    00:02","0.02000","0.01993","7.49","7.48","25.9","18 m -   39 m","0"
"(2024 PQ4)","2024-Aug-21 22:18 ± < 00:01","0.07120","0.07066","20.93","20.93","23.6","51 m -  110 m","0"
"354182 (2002 DU3)","2024-Aug-22 08:32 ± < 00:01","0.09242","0.09242","7.60","7.59","20.8","190 m -  420 m","0"
"(2024 RL)","2024-Aug-22 17:00 ± < 00:01","0.06375","0.06355","7.88","7.88","25.1","25 m -   57 m","0"
"(2024 RP3)","2024-Aug-23 03:52 ±    00:05","0.02174","0.02154","11.19","11.17","25.9","17 m -   38 m","0"
"(2017 DE)","2024-Aug-23 04:06 ± 2_04:30","0.09708","0.03737","15.81","15.81","23.3","58 m -  130 m","0"
"(2024 RM12)","2024-Aug-23 04:21 ±    00:39","0.09307","0.09232","4.87","4.86","25.2","25 m -   55 m","0"
"(2024 PR4)","2024-Aug-23 07:07 ± < 00:01","0.05235","0.05231","5.70","5.69","24.6","32 m -   72 m","0"
"(2005 QB5)","2024-Aug-23 08:28 ± < 00:01","0.07119","0.07119","11.96","11.95","23.7","48 m -  110 m","0"
"(2020 QW3)","2024-Aug-23 13:53 ± 3_12:53","0.07158","0.00796","18.24","18.24","25.4","22 m -   49 m","0"
"(2024 RH16)","2024-Aug-23 15:37 ±    00:04","0.02665","0.02644","10.92","10.91","25.8","18 m -   41 m","0"
"(2024 QJ2)","2024-Aug-24 00:27 ±    00:05","0.02024","0.02006","8.48","8.47","24.4","35 m -   78 m","0"
"(2024 QT)","2024-Aug-24 01:05 ± < 00:01","0.00816","0.00815","6.37","6.32","27.9","6.9 m -   15 m","0"
"(2024 RK4)","2024-Aug-24 15:53 ±    00:27","0.07239","0.07183","6.01","6.01","25.5","21 m -   48 m","0"
"(2024 QF)","2024-Aug-24 16:41 ± < 00:01","0.01419","0.01416","12.00","11.98","26.4","14 m -   31 m","0"
"(2015 SW6)","2024-Aug-24 17:33 ± < 00:01","0.07929","0.07929","9.22","9.21","24.4","34 m -   77 m","0"
"(2024 QN)","2024-Aug-24 21:59 ± < 00:01","0.00499","0.00499","7.92","7.85","26.4","14 m -   31 m","0"
"(2023 QR1)","2024-Aug-24 23:57 ±    00:52","0.05974","0.05855","6.35","6.35","27.3","9.4 m -   21 m","0"
"(2024 RQ1)","2024-Aug-25 00:12 ±    00:07","0.02901","0.02882","10.85","10.85","25.8","19 m -   42 m","0"
"(2024 PM3)","2024-Aug-25 01:43 ±    00:03","0.09673","0.09629","4.25","4.25","25.7","19 m -   43 m","0"
"(2024 RC1)","2024-Aug-25 05:50 ±    00:03","0.08881","0.08705","10.88","10.88","23.6","50 m -  110 m","0"
"(2024 QR1)","2024-Aug-25 10:37 ±    00:05","0.09776","0.09626","15.06","15.06","23.8","45 m -  100 m","0"
"(2024 QL1)","2024-Aug-25 13:46 ± < 00:01","0.00710","0.00710","4.12","4.03","27.5","8.3 m -   19 m","0"
"(2024 RE)","2024-Aug-25 16:11 ± < 00:01","0.03038","0.03026","6.64","6.63","23.4","55 m -  120 m","0"
"(2024 RZ)","2024-Aug-26 04:18 ± < 00:01","0.03836","0.03822","14.01","14.01","25.3","23 m -   52 m","0"
"(2024 RY8)","2024-Aug-26 10:47 ±    00:03","0.08026","0.07863","11.18","11.18","24.7","30 m -   68 m","0"
"(2024 QT1)","2024-Aug-26 13:31 ± < 00:01","0.01559","0.01553","8.18","8.16","27.6","7.9 m -   18 m","0"
"(2020 RL)","2024-Aug-27 00:55 ± 1_08:36","0.03129","0.02241","8.22","8.21","25.1","25 m -   57 m","0"
"(2024 RH10)","2024-Aug-27 06:39 ±    00:07","0.04504","0.04446","13.15","13.15","23.9","44 m -   99 m","0"
"(2024 MZ)","2024-Aug-27 15:15 ± < 00:01","0.07914","0.07912","8.27","8.26","23.0","67 m -  150 m","0"
"(2022 SN1)","2024-Aug-27 19:01 ± 5_09:08","0.09014","0.07514","8.60","8.59","28.4","5.5 m -   12 m","0"
"(2024 NU1)","2024-Aug-27 22:13 ± < 00:01","0.08151","0.08150","3.31","3.30","24.1","41 m -   91 m","0"
"(2024 RK10)","2024-Aug-28 02:04 ±    00:27","0.03686","0.03629","10.80","10.79","25.4","23 m -   50 m","0"
"(2024 QQ)","2024-Aug-28 03:24 ± < 00:01","0.00794","0.00793","4.89","4.82","27.6","8.2 m -   18 m","0"
"(2024 QK)","2024-Aug-28 04:23 ± < 00:01","0.04853","0.04833","12.67","12.67","24.2","39 m -   86 m","0"
"(2024 RH1)","2024-Aug-28 07:44 ± < 00:01","0.04241","0.04209","8.11","8.10","26.4","14 m -   31 m","0"
"(2024 RB1)","2024-Aug-28 08:28 ±    00:05","0.08765","0.08723","5.42","5.41","25.5","21 m -   48 m","0"
"(2024 QW1)","2024-Aug-28 13:43 ± < 00:01","0.01855","0.01851","4.30","4.26","27.9","6.8 m -   15 m","0"
"(2021 RA10)","2024-Aug-28 19:17 ± 9_19:36","0.01745","0.00782","4.86","4.83","25.4","22 m -   49 m","0"
"(2024 RK5)","2024-Aug-28 19:49 ±    00:01","0.09134","0.08925","17.19","17.19","23.7","48 m -  110 m","0"
"(2024 TG1)","2024-Aug-29 00:55 ±    20:20","0.07845","0.07588","8.37","8.37","24.4","35 m -   79 m","0"
"(2024 QL)","2024-Aug-29 04:00 ± < 00:01","0.00785","0.00784","10.67","10.64","27.1","10 m -   23 m","0"
"(2024 QK2)","2024-Aug-29 04:15 ± < 00:01","0.01035","0.01032","9.27","9.24","25.6","20 m -   45 m","0"
"(2018 EC1)","2024-Aug-29 04:31 ±    23:36","0.08468","0.07238","9.95","9.95","26.2","15 m -   34 m","0"
"(2023 XN13)","2024-Aug-29 06:57 ±    02:11","0.08913","0.08876","1.91","1.89","28.2","6.2 m -   14 m","0"
"(2024 QU1)","2024-Aug-29 14:55 ± < 00:01","0.00904","0.00899","18.73","18.72","26.7","12 m -   27 m","0"
"(2012 SX49)","2024-Aug-29 20:20 ± 4_01:41","0.02865","0.02081","4.28","4.26","26.2","15 m -   34 m","0"
"(2024 RZ4)","2024-Aug-29 21:02 ±    00:02","0.04172","0.04116","15.77","15.77","25.2","24 m -   55 m","0"
"(2024 RJ3)","2024-Aug-30 00:24 ±    00:02","0.05433","0.05408","6.37","6.37","25.6","20 m -   46 m","0"
"(2024 RM1)","2024-Aug-30 05:05 ± < 00:01","0.05996","0.05958","22.57","22.57","23.3","59 m -  130 m","0"
"(2018 VC)","2024-Aug-30 13:10 ± < 00:01","0.09172","0.09171","3.93","3.92","26.3","14 m -   32 m","0"
"(2024 QA2)","2024-Aug-30 16:44 ± < 00:01","0.01673","0.01670","13.53","13.52","25.0","26 m -   59 m","0"
"(2024 RG4)","2024-Aug-30 18:58 ±    00:01","0.04158","0.04131","19.96","19.96","25.2","25 m -   55 m","0"
"(2016 RJ20)","2024-Aug-30 22:12 ± < 00:01","0.04672","0.04672","14.78","14.78","23.6","51 m -  110 m","0"
"(2024 RX47)","2024-Aug-31 05:36 ± < 00:01","0.05794","0.05788","7.66","7.65","24.1","40 m -   89 m","0"
"(2024 QB2)","2024-Aug-31 05:56 ± < 00:01","0.01075","0.01071","6.78","6.74","28.4","5.6 m -   13 m","0"
"(2024 RK3)","2024-Aug-31 07:41 ± < 00:01","0.04550","0.04537","9.60","9.60","25.1","26 m -   58 m","0"
"(2024 RY1)","2024-Aug-31 10:25 ± < 00:01","0.05823","0.05773","22.46","22.46","23.2","60 m -  130 m","0"
"(2024 RF32)","2024-Aug-31 12:29 ±    00:04","0.03973","0.03942","11.01","11.00","25.1","26 m -   57 m","0"
"(2024 RN2)","2024-Aug-31 16:40 ± < 00:01","0.01752","0.01746","8.29","8.27","27.5","8.5 m -   19 m","0"
"(2024 RP1)","2024-Aug-31 19:36 ± < 00:01","0.00317","0.00317","6.39","6.26","29.3","3.7 m -  8.3 m","0"
"(2024 RO14)","2024-Aug-31 21:05 ±    00:29","0.01876","0.01848","10.60","10.59","24.2","39 m -   86 m","0"
"(2021 RB16)","2024-Aug-31 22:06 ± < 00:01","0.02911","0.02910","8.08","8.07","26.9","11 m -   25 m","0"
"(2024 RK)","2024-Aug-31 23:30 ± < 00:01","0.02763","0.02744","8.16","8.15","26.7","12 m -   28 m","0"
"(2024 QM1)","2024-Sep-01 02:01 ± < 00:01","0.01244","0.01241","12.94","12.92","26.2","15 m -   34 m","0"
"(2024 RK1)","2024-Sep-01 07:06 ± < 00:01","0.02118","0.02112","7.54","7.52","26.7","12 m -   27 m","0"
"(2024 RV30)","2024-Sep-01 12:26 ± < 00:01","0.00714","0.00713","3.87","3.77","27.4","8.7 m -   19 m","0"
"(2024 QK1)","2024-Sep-01 15:51 ± < 00:01","0.02132","0.02128","7.88","7.86","25.3","23 m -   52 m","0"
"(2021 JT)","2024-Sep-01 18:17 ± 4_11:53","0.04186","0.03815","8.20","8.19","27.3","9.0 m -   20 m","0"
"(2024 RC31)","2024-Sep-01 18:23 ±    08:17","0.00690","0.00674","8.00","7.95","26.8","11 m -   26 m","0"
"(2024 RR8)","2024-Sep-02 06:56 ±    00:05","0.00252","0.00252","14.56","14.49","28.3","5.7 m -   13 m","0"
"(2024 RU13)","2024-Sep-02 07:03 ± < 00:01","0.08081","0.08071","9.53","9.52","23.4","57 m -  130 m","0"
"(2024 RW9)","2024-Sep-02 08:12 ±    00:05","0.04265","0.04223","29.02","29.01","25.0","27 m -   61 m","0"
"(2007 RX8)","2024-Sep-02 09:11 ± < 00:01","0.04795","0.04795","6.97","6.96","24.5","33 m -   74 m","0"
"(2012 FO35)","2024-Sep-02 15:18 ± < 00:01","0.06138","0.06138","14.50","14.50","23.6","51 m -  110 m","0"
"(2024 RP7)","2024-Sep-02 21:33 ± < 00:01","0.00211","0.00211","6.52","6.32","30.3","2.4 m -  5.3 m","0"
"(2024 RS1)","2024-Sep-03 09:47 ± < 00:01","0.00603","0.00602","14.17","14.14","26.3","15 m -   33 m","0"
"(2024 SK2)","2024-Sep-03 13:55 ± < 00:01","0.02158","0.02156","6.55","6.53","25.3","24 m -   53 m","0"
"(2024 PJ1)","2024-Sep-03 19:04 ± < 00:01","0.06357","0.06349","5.30","5.29","24.6","33 m -   73 m","0"
"(2024 RR1)","2024-Sep-03 21:40 ± < 00:01","0.01686","0.01682","8.73","8.71","25.6","20 m -   45 m","0"
"(2024 RL1)","2024-Sep-03 21:48 ± < 00:01","0.05095","0.05056","10.43","10.42","25.2","24 m -   54 m","0"
"(2024 RA5)","2024-Sep-03 22:16 ± < 00:01","0.01727","0.01725","3.13","3.08","28.9","4.4 m -  9.9 m","0"
"(2024 SZ6)","2024-Sep-03 22:31 ±    00:03","0.09705","0.09604","8.84","8.83","24.3","36 m -   81 m","0"
"(2024 QV1)","2024-Sep-03 23:37 ± < 00:01","0.01404","0.01402","13.30","13.29","24.8","30 m -   66 m","0"
"(2024 QU)","2024-Sep-04 00:48 ± < 00:01","0.03038","0.03035","6.41","6.40","24.9","28 m -   63 m","0"
"(2024 RZ2)","2024-Sep-04 02:59 ± < 00:01","0.00174","0.00174","7.40","7.19","28.6","5.1 m -   11 m","0"
"(2024 QE2)","2024-Sep-04 08:15 ± < 00:01","0.00499","0.00499","8.23","8.17","27.4","8.6 m -   19 m","0"
"(2024 RS3)","2024-Sep-04 09:26 ±    00:04","0.05872","0.05816","10.11","10.10","26.2","15 m -   34 m","0"
"(2024 RB)","2024-Sep-04 09:57 ± < 00:01","0.00790","0.00789","11.35","11.32","27.5","8.2 m -   18 m","0"
"(2024 RW2)","2024-Sep-04 16:15 ± < 00:01","0.01118","0.01116","8.28","8.25","25.6","21 m -   46 m","0"
"(2021 RS2)","2024-Sep-04 16:27 ±    09:03","0.06605","0.05847","18.30","18.30","30.4","2.3 m -  5.1 m","0"
"(2024 OW)","2024-Sep-04 21:33 ± < 00:01","0.08814","0.08811","7.81","7.80","22.7","77 m -  170 m","0"
"(2024 RQ10)","2024-Sep-05 03:36 ±    00:01","0.00891","0.00887","9.93","9.90","27.8","7.2 m -   16 m","0"
"(2024 RB6)","2024-Sep-05 04:05 ±    00:02","0.01400","0.01395","7.56","7.54","27.7","7.6 m -   17 m","0"
"(2024 RJ2)","2024-Sep-05 04:33 ± < 00:01","0.02709","0.02702","15.93","15.93","23.6","51 m -  110 m","0"
"(2024 RC3)","2024-Sep-05 06:38 ± < 00:01","0.04793","0.04766","11.79","11.78","25.3","23 m -   51 m","0"
"(2024 RG2)","2024-Sep-05 10:06 ± < 00:01","0.03848","0.03836","16.63","16.63","25.4","22 m -   50 m","0"
"(2024 RC13)","2024-Sep-05 11:16 ±    00:06","0.00603","0.00601","7.06","7.00","28.4","5.5 m -   12 m","0"
"(2024 RN11)","2024-Sep-06 01:07 ± < 00:01","0.03165","0.03137","13.11","13.11","25.9","17 m -   39 m","0"
"(2024 RS25)","2024-Sep-06 03:38 ±    00:03","0.01912","0.01888","9.26","9.25","26.9","11 m -   24 m","0"
"(2024 RL2)","2024-Sep-06 09:02 ± < 00:01","0.00702","0.00700","11.04","11.01","28.4","5.5 m -   12 m","0"
"(2024 RF)","2024-Sep-06 13:48 ± < 00:01","0.03172","0.03150","7.86","7.85","26.8","12 m -   26 m","0"
"(2024 PJ2)","2024-Sep-06 15:50 ± < 00:01","0.08773","0.08770","7.95","7.94","22.0","100 m -  230 m","0"
"(2024 RH3)","2024-Sep-06 20:04 ± < 00:01","0.00720","0.00718","11.15","11.12","28.1","6.4 m -   14 m","0"
"(2024 RD13)","2024-Sep-06 21:26 ±    00:47","0.02702","0.02568","17.42","17.42","26.5","13 m -   29 m","0"
"(2020 VH)","2024-Sep-07 01:03 ±    05:34","0.05770","0.05360","5.48","5.47","28.5","5.3 m -   12 m","0"
"(2024 RC)","2024-Sep-07 04:50 ±    00:01","0.05117","0.05113","1.63","1.60","27.5","8.4 m -   19 m","0"
"(2024 RW8)","2024-Sep-07 07:37 ± < 00:01","0.00644","0.00643","9.42","9.38","26.4","14 m -   32 m","0"
"(2024 RW12)","2024-Sep-07 09:19 ± < 00:01","0.05584","0.05573","13.91","13.91","22.9","69 m -  150 m","0"
"(2024 RH6)","2024-Sep-07 10:36 ±    00:01","0.00144","0.00143","10.70","10.53","28.6","5.2 m -   12 m","0"
"(2024 RF4)","2024-Sep-07 14:27 ±    00:03","0.04063","0.04024","12.72","12.72","25.4","22 m -   48 m","0"
"(2024 RH4)","2024-Sep-07 14:29 ± < 00:01","0.08248","0.08187","13.67","13.67","25.0","27 m -   59 m","0"
"(2024 RU12)","2024-Sep-07 15:43 ± < 00:01","0.04069","0.04043","16.58","16.57","24.6","31 m -   70 m","0"
"(2024 SW5)","2024-Sep-07 17:03 ±    00:35","0.04208","0.04155","8.03","8.02","26.0","17 m -   38 m","0"
"(2024 QM)","2024-Sep-07 18:36 ± < 00:01","0.07320","0.07292","8.17","8.17","23.7","49 m -  110 m","0"
"(2024 RB3)","2024-Sep-07 18:47 ± < 00:01","0.00463","0.00462","13.81","13.77","27.7","7.7 m -   17 m","0"
"(2024 PS13)","2024-Sep-07 21:04 ± < 00:01","0.06989","0.06988","6.12","6.12","24.7","31 m -   70 m","0"
"(2024 RE16)","2024-Sep-07 22:29 ± < 00:01","0.00856","0.00851","21.97","21.96","27.2","9.8 m -   22 m","0"
"(2024 RV12)","2024-Sep-07 23:51 ± < 00:01","0.01085","0.01082","11.93","11.91","26.0","16 m -   37 m","0"
"(2024 RF10)","2024-Sep-08 00:04 ± < 00:01","0.00393","0.00391","8.90","8.82","27.6","7.9 m -   18 m","0"
"(2022 SR)","2024-Sep-08 02:30 ± < 00:01","0.02513","0.02513","6.41","6.39","24.6","32 m -   70 m","0"
"(2024 RW15)","2024-Sep-08 03:36 ± < 00:01","0.00887","0.00884","6.53","6.48","27.7","7.7 m -   17 m","0"
"(2024 PL1)","2024-Sep-08 06:54 ± < 00:01","0.06106","0.06102","10.40","10.39","22.6","82 m -  180 m","0"
"(2024 RN43)","2024-Sep-08 09:33 ±    00:02","0.02156","0.02139","9.11","9.10","25.2","24 m -   53 m","0"
"(2024 RU8)","2024-Sep-08 11:07 ± < 00:01","0.03092","0.03080","14.10","14.09","24.0","42 m -   94 m","0"
"(2024 RY13)","2024-Sep-08 11:32 ± < 00:01","0.00793","0.00792","3.20","3.10","29.6","3.3 m -  7.3 m","0"
"(2024 RH7)","2024-Sep-08 17:24 ± < 00:01","0.00109","0.00109","13.94","13.76","29.8","2.9 m -  6.5 m","0"
"(2024 RC16)","2024-Sep-08 17:31 ± < 00:01","0.00560","0.00559","18.33","18.31","27.8","7.3 m -   16 m","0"
"(2024 RF2)","2024-Sep-08 23:06 ± < 00:01","0.01017","0.01016","11.45","11.43","25.2","25 m -   55 m","0"
"(2024 RX7)","2024-Sep-09 00:38 ± < 00:01","0.03385","0.03358","12.48","12.47","26.1","16 m -   36 m","0"
"(2024 QS)","2024-Sep-09 00:39 ± < 00:01","0.03104","0.03094","9.30","9.29","24.6","31 m -   70 m","0"
"(2024 RN1)","2024-Sep-09 04:30 ± < 00:01","0.00928","0.00925","16.55","16.53","26.3","15 m -   33 m","0"
"(2024 RH9)","2024-Sep-09 05:48 ±    00:05","0.07094","0.07019","7.01","7.00","26.1","16 m -   36 m","0"
"(2019 GJ4)","2024-Sep-09 06:46 ±    00:03","0.09804","0.09802","7.66","7.66","26.0","17 m -   37 m","0"
"(2024 RK8)","2024-Sep-09 10:05 ± < 00:01","0.00950","0.00949","5.52","5.46","26.7","12 m -   28 m","0"
"(2024 RJ34)","2024-Sep-09 14:14 ±    00:07","0.07186","0.07111","4.49","4.48","25.6","20 m -   45 m","0"
"(2024 RE1)","2024-Sep-09 14:47 ± < 00:01","0.02309","0.02301","13.23","13.22","25.5","21 m -   46 m","0"
"(2023 SP2)","2024-Sep-09 14:50 ±    03:40","0.03916","0.03497","4.17","4.16","28.2","6.0 m -   13 m","0"
"(2024 RJ)","2024-Sep-09 15:02 ± < 00:01","0.01363","0.01359","11.90","11.88","26.5","14 m -   30 m","0"
"(2024 RS16)","2024-Sep-09 15:35 ±    00:08","0.00170","0.00169","11.49","11.35","29.2","3.9 m -  8.7 m","0"
"(2024 PM6)","2024-Sep-09 16:25 ± < 00:01","0.03577","0.03575","9.05","9.04","24.1","39 m -   88 m","0"
"(2024 SO9)","2024-Sep-09 19:22 ±    01:04","0.07453","0.07299","9.95","9.95","23.1","65 m -  140 m","0"
"(2024 RN3)","2024-Sep-09 19:55 ± < 00:01","0.00457","0.00457","9.24","9.17","26.5","13 m -   30 m","0"
"(2020 PM7)","2024-Sep-10 00:16 ± < 00:01","0.07627","0.07627","10.37","10.37","22.3","92 m -  210 m","0"
"(2024 RH13)","2024-Sep-10 00:28 ±    00:15","0.04308","0.04253","7.14","7.13","27.4","8.8 m -   20 m","0"
"(2024 SW1)","2024-Sep-10 02:49 ±    00:13","0.02794","0.02744","13.30","13.29","25.1","26 m -   58 m","0"
"(2024 RG7)","2024-Sep-10 05:25 ± < 00:01","0.05053","0.05027","12.45","12.45","24.6","32 m -   72 m","0"
"(2024 PZ5)","2024-Sep-10 06:47 ± < 00:01","0.08821","0.08803","11.14","11.13","23.3","58 m -  130 m","0"
"(2024 RJ12)","2024-Sep-10 07:17 ± < 00:01","0.00449","0.00449","5.35","5.24","27.7","7.5 m -   17 m","0"
"(2024 RW13)","2024-Sep-10 10:15 ± < 00:01","0.00275","0.00274","22.30","22.26","27.1","10 m -   23 m","0"
"(2024 RH)","2024-Sep-10 15:25 ± < 00:01","0.04285","0.04260","11.36","11.35","25.6","20 m -   45 m","0"
"(2024 RU15)","2024-Sep-10 15:26 ±    00:02","0.08858","0.08721","11.60","11.60","25.6","20 m -   45 m","0"
"(2024 RM3)","2024-Sep-10 15:52 ± < 00:01","0.01228","0.01227","6.15","6.12","26.5","14 m -   30 m","0"
"(2024 RP12)","2024-Sep-10 18:59 ±    00:03","0.07118","0.07003","7.46","7.46","24.1","40 m -   89 m","0"
"(2024 RX13)","2024-Sep-11 02:38 ± < 00:01","0.00057","0.00057","5.59","4.69","31.1","1.6 m -  3.6 m","0"
"(2024 RY3)","2024-Sep-11 03:00 ± < 00:01","0.00903","0.00900","14.14","14.12","27.0","11 m -   24 m","0"
"(2024 RW4)","2024-Sep-11 12:57 ± < 00:01","0.02213","0.02212","5.13","5.11","25.0","27 m -   61 m","0"
"(2016 TU19)","2024-Sep-11 14:00 ±    13:46","0.03389","0.01742","10.06","10.05","24.4","35 m -   78 m","0"
"(2017 RX2)","2024-Sep-11 16:55 ± 1_11:23","0.08464","0.07664","11.04","11.04","26.6","13 m -   29 m","0"
"(2024 RO1)","2024-Sep-11 17:10 ± < 00:01","0.02341","0.02332","9.42","9.41","25.9","18 m -   39 m","0"
"(2024 SF1)","2024-Sep-11 17:46 ± < 00:01","0.06992","0.06955","9.25","9.24","24.6","33 m -   73 m","0"
"(2024 RM16)","2024-Sep-11 18:26 ± < 00:01","0.01725","0.01719","11.62","11.61","26.1","16 m -   35 m","0"
"(2024 RL8)","2024-Sep-11 22:39 ± < 00:01","0.00287","0.00286","13.32","13.25","27.5","8.6 m -   19 m","0"
"(2024 RH2)","2024-Sep-12 04:10 ± < 00:01","0.01999","0.01998","4.23","4.19","25.0","26 m -   59 m","0"
"(2024 RT12)","2024-Sep-12 07:05 ± < 00:01","0.02621","0.02616","7.40","7.39","26.0","17 m -   38 m","0"
"(2024 RL16)","2024-Sep-12 07:58 ±    00:03","0.04974","0.04951","5.04","5.03","26.0","17 m -   37 m","0"
"(2024 RF3)","2024-Sep-12 08:04 ±    00:07","0.01208","0.01199","6.48","6.44","27.3","9.3 m -   21 m","0"
"(2024 RO)","2024-Sep-12 09:48 ±    00:04","0.07815","0.07758","7.50","7.49","25.1","25 m -   55 m","0"
